"LOCATION""","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"DNK","PENSIONEXP","PRIV","PC_GDP","A","2003","3.1066119320606",""
"DNK","PENSIONEXP","PRIV","PC_GDP","A","2004","3.1620521504816",""
"DNK","PENSIONEXP","PRIV","PC_GDP","A","2005","3.3440236817673",""
"DNK","PENSIONEXP","PRIV","PC_GDP","A","2006","3.7214967733654",""
"DNK","PENSIONEXP","PRIV","PC_GDP","A","2007","3.2036501071718",""
"DNK","PENSIONEXP","PRIV","PC_GDP","A","2008","3.9800380741088",""
"DNK","PENSIONEXP","PRIV","PC_GDP","A","2009","4.1386661758684",""
"DNK","PENSIONEXP","PRIV","PC_GDP","A","2010","4.4096039861029",""
"DNK","PENSIONEXP","PRIV","PC_GDP","A","2011","4.8071183983454",""
"DNK","PENSIONEXP","PRIV","PC_GDP","A","2012","4.9518952163057",""
"DNK","PENSIONEXP","PRIV","PC_GDP","A","2013","5.893196910718",""
"FIN","PENSIONEXP","PRIV","PC_GDP","A","2004","0.34736901884816",""
"FIN","PENSIONEXP","PRIV","PC_GDP","A","2005","0.50332447212979",""
"FIN","PENSIONEXP","PRIV","PC_GDP","A","2006","0.46069843697498",""
"FIN","PENSIONEXP","PRIV","PC_GDP","A","2007","0.48182052051623",""
"FIN","PENSIONEXP","PRIV","PC_GDP","A","2008","0.52759006974307",""
"FIN","PENSIONEXP","PRIV","PC_GDP","A","2009","0.63304774373167",""
"FIN","PENSIONEXP","PRIV","PC_GDP","A","2010","0.59593800106895",""
"FIN","PENSIONEXP","PRIV","PC_GDP","A","2011","0.6481467371704",""
"FIN","PENSIONEXP","PRIV","PC_GDP","A","2012","0.6962205883089",""
"FIN","PENSIONEXP","PRIV","PC_GDP","A","2013","0.63912473081017",""
"FRA","PENSIONEXP","PRIV","PC_GDP","A","2009","0.34863025955935",""
"FRA","PENSIONEXP","PRIV","PC_GDP","A","2010","0.36782936640378",""
"FRA","PENSIONEXP","PRIV","PC_GDP","A","2011","0.34138079060489",""
"FRA","PENSIONEXP","PRIV","PC_GDP","A","2012","0.32799390875301",""
"FRA","PENSIONEXP","PRIV","PC_GDP","A","2013","0.40745264142608",""
"DEU","PENSIONEXP","PRIV","PC_GDP","A","1995","0.09218951013011",""
"DEU","PENSIONEXP","PRIV","PC_GDP","A","1996","0.09145034058566",""
"DEU","PENSIONEXP","PRIV","PC_GDP","A","1997","0.09802879545621",""
"DEU","PENSIONEXP","PRIV","PC_GDP","A","1998","0.10295215174674",""
"DEU","PENSIONEXP","PRIV","PC_GDP","A","1999","0.11336451292247",""
"DEU","PENSIONEXP","PRIV","PC_GDP","A","2000","0.11787282424242",""
"DEU","PENSIONEXP","PRIV","PC_GDP","A","2001","0.11946118402617",""
"DEU","PENSIONEXP","PRIV","PC_GDP","A","2002","0.12531111191689",""
"DEU","PENSIONEXP","PRIV","PC_GDP","A","2003","0.13066020161927",""
"DEU","PENSIONEXP","PRIV","PC_GDP","A","2004","0.13336451194666",""
"DEU","PENSIONEXP","PRIV","PC_GDP","A","2005","0.13553111209755",""
"DEU","PENSIONEXP","PRIV","PC_GDP","A","2006","0.13718517278889",""
"DEU","PENSIONEXP","PRIV","PC_GDP","A","2007","0.14175072008796",""
"DEU","PENSIONEXP","PRIV","PC_GDP","A","2008","0.14342303813105",""
"DEU","PENSIONEXP","PRIV","PC_GDP","A","2009","0.27398815171819",""
"DEU","PENSIONEXP","PRIV","PC_GDP","A","2010","0.1889293652716",""
"DEU","PENSIONEXP","PRIV","PC_GDP","A","2011","0.18992501322663",""
"DEU","PENSIONEXP","PRIV","PC_GDP","A","2012","0.19619099919997",""
"DEU","PENSIONEXP","PRIV","PC_GDP","A","2013","0.20099387028916",""
"GRC","PENSIONEXP","PRIV","PC_GDP","A","2007","0.00036167848711",""
"GRC","PENSIONEXP","PRIV","PC_GDP","A","2008","0.00104434561317",""
"GRC","PENSIONEXP","PRIV","PC_GDP","A","2009","0.00071381628347",""
"GRC","PENSIONEXP","PRIV","PC_GDP","A","2010","0.00139914053427",""
"GRC","PENSIONEXP","PRIV","PC_GDP","A","2011","0.00214195584744",""
"GRC","PENSIONEXP","PRIV","PC_GDP","A","2012","0.0025496840431",""
"GRC","PENSIONEXP","PRIV","PC_GDP","A","2013","0.04369013098965",""
"HUN","PENSIONEXP","PRIV","PC_GDP","A","2001","0.07824395526324",""
"HUN","PENSIONEXP","PRIV","PC_GDP","A","2002","0.09024937403918",""
"HUN","PENSIONEXP","PRIV","PC_GDP","A","2003","0.08645388451544",""
"HUN","PENSIONEXP","PRIV","PC_GDP","A","2004","0.13660583281117",""
"HUN","PENSIONEXP","PRIV","PC_GDP","A","2005","0.14852597027491",""
"HUN","PENSIONEXP","PRIV","PC_GDP","A","2006","0.13830671888522",""
"HUN","PENSIONEXP","PRIV","PC_GDP","A","2007","0.18025994532141",""
"HUN","PENSIONEXP","PRIV","PC_GDP","A","2008","0.2125622038051",""
"HUN","PENSIONEXP","PRIV","PC_GDP","A","2009","0.20248416745731",""
"HUN","PENSIONEXP","PRIV","PC_GDP","A","2010","0.16032206022186",""
"HUN","PENSIONEXP","PRIV","PC_GDP","A","2011","0.21562599908479",""
"HUN","PENSIONEXP","PRIV","PC_GDP","A","2012","0.19000410974542",""
"HUN","PENSIONEXP","PRIV","PC_GDP","A","2013","0.08381733871572",""
"ISL","PENSIONEXP","PRIV","PC_GDP","A","2001","2.8185765004397",""
"ISL","PENSIONEXP","PRIV","PC_GDP","A","2002","3.0668397653428",""
"ISL","PENSIONEXP","PRIV","PC_GDP","A","2003","3.317281447893",""
"ISL","PENSIONEXP","PRIV","PC_GDP","A","2004","3.2676364986487",""
"ISL","PENSIONEXP","PRIV","PC_GDP","A","2005","3.339317843701",""
"ISL","PENSIONEXP","PRIV","PC_GDP","A","2006","3.4525021434803",""
"ISL","PENSIONEXP","PRIV","PC_GDP","A","2007","3.4500357046407",""
"ISL","PENSIONEXP","PRIV","PC_GDP","A","2008","3.6225115418459",""
"ISL","PENSIONEXP","PRIV","PC_GDP","A","2009","6.0131843513405",""
"ISL","PENSIONEXP","PRIV","PC_GDP","A","2010","5.1759693877236",""
"ISL","PENSIONEXP","PRIV","PC_GDP","A","2011","5.9834389317213",""
"ISL","PENSIONEXP","PRIV","PC_GDP","A","2012","5.4235231667551",""
"ISL","PENSIONEXP","PRIV","PC_GDP","A","2013","5.2331525504109",""
"ITA","PENSIONEXP","PRIV","PC_GDP","A","2001","0.18271936579305",""
"ITA","PENSIONEXP","PRIV","PC_GDP","A","2002","0.15701741629023",""
"ITA","PENSIONEXP","PRIV","PC_GDP","A","2003","0.23799608542378",""
"ITA","PENSIONEXP","PRIV","PC_GDP","A","2004","0.21348069663928",""
"ITA","PENSIONEXP","PRIV","PC_GDP","A","2005","0.19150568485075",""
"ITA","PENSIONEXP","PRIV","PC_GDP","A","2006","0.23670915431568",""
"ITA","PENSIONEXP","PRIV","PC_GDP","A","2007","0.20731428878779",""
"ITA","PENSIONEXP","PRIV","PC_GDP","A","2008","0.28157097619964",""
"ITA","PENSIONEXP","PRIV","PC_GDP","A","2009","0.23513661161131",""
"ITA","PENSIONEXP","PRIV","PC_GDP","A","2010","0.24573891552901",""
"ITA","PENSIONEXP","PRIV","PC_GDP","A","2011","0.23076810459398",""
"ITA","PENSIONEXP","PRIV","PC_GDP","A","2012","0.27517412148128",""
"ITA","PENSIONEXP","PRIV","PC_GDP","A","2013","0.30623086394946",""
"KOR","PENSIONEXP","PRIV","PC_GDP","A","2002","0.87314332605935",""
"KOR","PENSIONEXP","PRIV","PC_GDP","A","2003","0.88972652347292",""
"KOR","PENSIONEXP","PRIV","PC_GDP","A","2004","0.54050737838353",""
"KOR","PENSIONEXP","PRIV","PC_GDP","A","2005","0.68132864617618",""
"KOR","PENSIONEXP","PRIV","PC_GDP","A","2006","0.79584833427494",""
"KOR","PENSIONEXP","PRIV","PC_GDP","A","2007","0.86420039179146",""
"KOR","PENSIONEXP","PRIV","PC_GDP","A","2008","0.71231006119351",""
"KOR","PENSIONEXP","PRIV","PC_GDP","A","2009","1.0095681459486",""
"KOR","PENSIONEXP","PRIV","PC_GDP","A","2010","1.3337548454184",""
"KOR","PENSIONEXP","PRIV","PC_GDP","A","2011","1.2793834383472",""
"KOR","PENSIONEXP","PRIV","PC_GDP","A","2012","1.6859561538305",""
"KOR","PENSIONEXP","PRIV","PC_GDP","A","2013","2.3267919152421",""
"LUX","PENSIONEXP","PRIV","PC_GDP","A","2004","0.02477699539037",""
"LUX","PENSIONEXP","PRIV","PC_GDP","A","2005","0.07242185453153",""
"LUX","PENSIONEXP","PRIV","PC_GDP","A","2006","0.05838650544382",""
"LUX","PENSIONEXP","PRIV","PC_GDP","A","2007","0.07691465015631",""
"LUX","PENSIONEXP","PRIV","PC_GDP","A","2008","0.04938370311147",""
"LUX","PENSIONEXP","PRIV","PC_GDP","A","2009","0.08336042932462",""
"LUX","PENSIONEXP","PRIV","PC_GDP","A","2010","0.11580823859307",""
"LUX","PENSIONEXP","PRIV","PC_GDP","A","2011","0.1255107403137",""
"LUX","PENSIONEXP","PRIV","PC_GDP","A","2012","0.1377019994522",""
"LUX","PENSIONEXP","PRIV","PC_GDP","A","2013","0.1447620898205",""
"MEX","PENSIONEXP","PRIV","PC_GDP","A","2001","0.01483923135837",""
"MEX","PENSIONEXP","PRIV","PC_GDP","A","2002","0.01892114756772",""
"MEX","PENSIONEXP","PRIV","PC_GDP","A","2003","0.07548734853242",""
"MEX","PENSIONEXP","PRIV","PC_GDP","A","2004","0.05377828816816",""
"MEX","PENSIONEXP","PRIV","PC_GDP","A","2005","0.06056152396257",""
"MEX","PENSIONEXP","PRIV","PC_GDP","A","2006","0.19795040000664",""
"MEX","PENSIONEXP","PRIV","PC_GDP","A","2007","0.23416583440232",""
"MEX","PENSIONEXP","PRIV","PC_GDP","A","2008","0.24616743150898",""
"MEX","PENSIONEXP","PRIV","PC_GDP","A","2009","0.33819943264892",""
"MEX","PENSIONEXP","PRIV","PC_GDP","A","2010","0.33479284786798",""
"MEX","PENSIONEXP","PRIV","PC_GDP","A","2011","0.32427928467502",""
"MEX","PENSIONEXP","PRIV","PC_GDP","A","2012","0.33320664894328",""
"MEX","PENSIONEXP","PRIV","PC_GDP","A","2013","0.44183222287888",""
"NLD","PENSIONEXP","PRIV","PC_GDP","A","1992","3.1667978042392",""
"NLD","PENSIONEXP","PRIV","PC_GDP","A","1993","3.2989037349416",""
"NLD","PENSIONEXP","PRIV","PC_GDP","A","1994","3.3352294445009",""
"NLD","PENSIONEXP","PRIV","PC_GDP","A","1995","3.2680191081729",""
"NLD","PENSIONEXP","PRIV","PC_GDP","A","1996","2.9219217912416",""
"NLD","PENSIONEXP","PRIV","PC_GDP","A","1997","2.8446949211256",""
"NLD","PENSIONEXP","PRIV","PC_GDP","A","1998","2.8968887832323",""
"NLD","PENSIONEXP","PRIV","PC_GDP","A","1999","2.8967752975108",""
"NLD","PENSIONEXP","PRIV","PC_GDP","A","2000","2.9796066907866",""
"NLD","PENSIONEXP","PRIV","PC_GDP","A","2001","2.8021277711581",""
"NLD","PENSIONEXP","PRIV","PC_GDP","A","2002","2.9059597452786",""
"NLD","PENSIONEXP","PRIV","PC_GDP","A","2003","3.0197110156295",""
"NLD","PENSIONEXP","PRIV","PC_GDP","A","2004","3.168307761018",""
"NLD","PENSIONEXP","PRIV","PC_GDP","A","2005","3.2759723538285",""
"NLD","PENSIONEXP","PRIV","PC_GDP","A","2006","3.2870341602039",""
"NLD","PENSIONEXP","PRIV","PC_GDP","A","2007","3.2918079833029",""
"NLD","PENSIONEXP","PRIV","PC_GDP","A","2008","3.3066682520734",""
"NLD","PENSIONEXP","PRIV","PC_GDP","A","2009","3.611264047673",""
"NLD","PENSIONEXP","PRIV","PC_GDP","A","2010","3.7421299991132",""
"NLD","PENSIONEXP","PRIV","PC_GDP","A","2011","3.9019860668907",""
"NLD","PENSIONEXP","PRIV","PC_GDP","A","2012","4.0199081163859",""
"NLD","PENSIONEXP","PRIV","PC_GDP","A","2013","4.0724767498852",""
"NZL","PENSIONEXP","PRIV","PC_GDP","A","2001","2.2701419428056",""
"NZL","PENSIONEXP","PRIV","PC_GDP","A","2002","2.0604916402511",""
"NZL","PENSIONEXP","PRIV","PC_GDP","A","2003","1.8540598448467",""
"NZL","PENSIONEXP","PRIV","PC_GDP","A","2004","1.4202803389502",""
"NZL","PENSIONEXP","PRIV","PC_GDP","A","2005","1.3160471816338",""
"NZL","PENSIONEXP","PRIV","PC_GDP","A","2006","1.5304124342186",""
"NZL","PENSIONEXP","PRIV","PC_GDP","A","2007","1.3373620874261",""
"NZL","PENSIONEXP","PRIV","PC_GDP","A","2008","1.3959411319052",""
"NZL","PENSIONEXP","PRIV","PC_GDP","A","2009","1.9284401421394",""
"NZL","PENSIONEXP","PRIV","PC_GDP","A","2010","1.3588862098468",""
"NZL","PENSIONEXP","PRIV","PC_GDP","A","2011","1.323462166036",""
"NZL","PENSIONEXP","PRIV","PC_GDP","A","2012","1.4287922016167",""
"NZL","PENSIONEXP","PRIV","PC_GDP","A","2013","1.6712389195615",""
"NOR","PENSIONEXP","PRIV","PC_GDP","A","2005","0.90579664967606",""
"NOR","PENSIONEXP","PRIV","PC_GDP","A","2006","0.88046288739464",""
"NOR","PENSIONEXP","PRIV","PC_GDP","A","2007","0.863037813726",""
"NOR","PENSIONEXP","PRIV","PC_GDP","A","2008","0.90144239995701",""
"NOR","PENSIONEXP","PRIV","PC_GDP","A","2009","1.0842088193677",""
"NOR","PENSIONEXP","PRIV","PC_GDP","A","2010","0.99828191232039",""
"NOR","PENSIONEXP","PRIV","PC_GDP","A","2011","0.96524182003193",""
"NOR","PENSIONEXP","PRIV","PC_GDP","A","2012","0.98446968981603",""
"NOR","PENSIONEXP","PRIV","PC_GDP","A","2013","1.0248338357554",""
"POL","PENSIONEXP","PRIV","PC_GDP","A","1999","0",""
"POL","PENSIONEXP","PRIV","PC_GDP","A","2000","0",""
"POL","PENSIONEXP","PRIV","PC_GDP","A","2001","0",""
"POL","PENSIONEXP","PRIV","PC_GDP","A","2002","0",""
"POL","PENSIONEXP","PRIV","PC_GDP","A","2003","0",""
"POL","PENSIONEXP","PRIV","PC_GDP","A","2004","0",""
"POL","PENSIONEXP","PRIV","PC_GDP","A","2005","0.00175539267696",""
"POL","PENSIONEXP","PRIV","PC_GDP","A","2006","0.00292075731528",""
"POL","PENSIONEXP","PRIV","PC_GDP","A","2007","0.00502510479258",""
"POL","PENSIONEXP","PRIV","PC_GDP","A","2008","0.00511951183335",""
"POL","PENSIONEXP","PRIV","PC_GDP","A","2009","0.00827958538312",""
"POL","PENSIONEXP","PRIV","PC_GDP","A","2010","0.00770199443214",""
"POL","PENSIONEXP","PRIV","PC_GDP","A","2011","0.0104144053851",""
"POL","PENSIONEXP","PRIV","PC_GDP","A","2012","0.01276085337714",""
"POL","PENSIONEXP","PRIV","PC_GDP","A","2013","0.02006782928091",""
"PRT","PENSIONEXP","PRIV","PC_GDP","A","1999","0.63516985162614",""
"PRT","PENSIONEXP","PRIV","PC_GDP","A","2000","0.66236280925779",""
"PRT","PENSIONEXP","PRIV","PC_GDP","A","2001","0.7235727353371",""
"PRT","PENSIONEXP","PRIV","PC_GDP","A","2002","0.95093054456452",""
"PRT","PENSIONEXP","PRIV","PC_GDP","A","2003","0.82760734856659",""
"PRT","PENSIONEXP","PRIV","PC_GDP","A","2004","0.8284494392984",""
"PRT","PENSIONEXP","PRIV","PC_GDP","A","2005","0.81827044969323",""
"PRT","PENSIONEXP","PRIV","PC_GDP","A","2006","0.94671019095488",""
"PRT","PENSIONEXP","PRIV","PC_GDP","A","2007","0.91115546512549",""
"PRT","PENSIONEXP","PRIV","PC_GDP","A","2008","1.3357587610288",""
"PRT","PENSIONEXP","PRIV","PC_GDP","A","2009","0.96218787364042",""
"PRT","PENSIONEXP","PRIV","PC_GDP","A","2010","0.6854089133651",""
"PRT","PENSIONEXP","PRIV","PC_GDP","A","2011","0.78597177785119",""
"PRT","PENSIONEXP","PRIV","PC_GDP","A","2012","0.44238862338033",""
"PRT","PENSIONEXP","PRIV","PC_GDP","A","2013","0.40711703254348",""
"ESP","PENSIONEXP","PRIV","PC_GDP","A","2001","0.40756624466783",""
"ESP","PENSIONEXP","PRIV","PC_GDP","A","2002","0.56984363822722",""
"ESP","PENSIONEXP","PRIV","PC_GDP","A","2003","0.42601609016867",""
"ESP","PENSIONEXP","PRIV","PC_GDP","A","2004","0.47483295024494",""
"ESP","PENSIONEXP","PRIV","PC_GDP","A","2005","0.53048198623204",""
"ESP","PENSIONEXP","PRIV","PC_GDP","A","2006","0.54902187655634",""
"ESP","PENSIONEXP","PRIV","PC_GDP","A","2007","0.50424985867042",""
"ESP","PENSIONEXP","PRIV","PC_GDP","A","2008","0.55665947266054",""
"ESP","PENSIONEXP","PRIV","PC_GDP","A","2009","0.56442827566138",""
"ESP","PENSIONEXP","PRIV","PC_GDP","A","2010","0.585888966087",""
"ESP","PENSIONEXP","PRIV","PC_GDP","A","2011","0.66141799911547",""
"ESP","PENSIONEXP","PRIV","PC_GDP","A","2012","0.66198142837376",""
"ESP","PENSIONEXP","PRIV","PC_GDP","A","2013","0.63441007795604",""
"SWE","PENSIONEXP","PRIV","PC_GDP","A","2005","0.94498361395524",""
"SWE","PENSIONEXP","PRIV","PC_GDP","A","2006","1.0610887550212",""
"SWE","PENSIONEXP","PRIV","PC_GDP","A","2007","1.1626443372309",""
"SWE","PENSIONEXP","PRIV","PC_GDP","A","2008","1.1614420715085",""
"SWE","PENSIONEXP","PRIV","PC_GDP","A","2009","1.2276080132364",""
"SWE","PENSIONEXP","PRIV","PC_GDP","A","2010","1.266820341171",""
"SWE","PENSIONEXP","PRIV","PC_GDP","A","2011","1.3460402994385",""
"SWE","PENSIONEXP","PRIV","PC_GDP","A","2012","1.4770679548415",""
"SWE","PENSIONEXP","PRIV","PC_GDP","A","2013","1.5744833929181",""
"CHE","PENSIONEXP","PRIV","PC_GDP","A","1994","3.415324211668",""
"CHE","PENSIONEXP","PRIV","PC_GDP","A","1995","3.68579886254",""
"CHE","PENSIONEXP","PRIV","PC_GDP","A","1996","3.9791285281376",""
"CHE","PENSIONEXP","PRIV","PC_GDP","A","1997","4.186354867882",""
"CHE","PENSIONEXP","PRIV","PC_GDP","A","1998","4.3528207827581",""
"CHE","PENSIONEXP","PRIV","PC_GDP","A","1999","0",""
"CHE","PENSIONEXP","PRIV","PC_GDP","A","2000","4.7628102563383",""
"CHE","PENSIONEXP","PRIV","PC_GDP","A","2001","4.341989890133",""
"CHE","PENSIONEXP","PRIV","PC_GDP","A","2002","4.4834281406697",""
"CHE","PENSIONEXP","PRIV","PC_GDP","A","2003","4.7387892788203",""
"CHE","PENSIONEXP","PRIV","PC_GDP","A","2004","4.8803085442052",""
"CHE","PENSIONEXP","PRIV","PC_GDP","A","2005","4.8159997351533",""
"CHE","PENSIONEXP","PRIV","PC_GDP","A","2006","4.8249928362423",""
"CHE","PENSIONEXP","PRIV","PC_GDP","A","2007","4.7905586703992",""
"CHE","PENSIONEXP","PRIV","PC_GDP","A","2008","4.7520503263833",""
"CHE","PENSIONEXP","PRIV","PC_GDP","A","2009","5.0187229361461",""
"CHE","PENSIONEXP","PRIV","PC_GDP","A","2010","4.5920268014769",""
"CHE","PENSIONEXP","PRIV","PC_GDP","A","2011","4.6221526291684",""
"CHE","PENSIONEXP","PRIV","PC_GDP","A","2012","4.7468762818364",""
"CHE","PENSIONEXP","PRIV","PC_GDP","A","2013","4.7619269250662",""
"TUR","PENSIONEXP","PRIV","PC_GDP","A","2004","0.0434223679103",""
"TUR","PENSIONEXP","PRIV","PC_GDP","A","2005","0.0499385822884",""
"TUR","PENSIONEXP","PRIV","PC_GDP","A","2006","0.04891673263969",""
"TUR","PENSIONEXP","PRIV","PC_GDP","A","2007","0.05007142747015",""
"TUR","PENSIONEXP","PRIV","PC_GDP","A","2008","0.07513220608767",""
"TUR","PENSIONEXP","PRIV","PC_GDP","A","2009","0.08904858976655",""
"TUR","PENSIONEXP","PRIV","PC_GDP","A","2010","0.07456025932852",""
"TUR","PENSIONEXP","PRIV","PC_GDP","A","2011","0.00390454312964",""
"GBR","PENSIONEXP","PRIV","PC_GDP","A","2001","2.7348243653637",""
"GBR","PENSIONEXP","PRIV","PC_GDP","A","2002","2.7934846142623",""
"GBR","PENSIONEXP","PRIV","PC_GDP","A","2003","2.7104848701203",""
"GBR","PENSIONEXP","PRIV","PC_GDP","A","2004","2.6396779454282",""
"GBR","PENSIONEXP","PRIV","PC_GDP","A","2005","2.779988844165",""
"GBR","PENSIONEXP","PRIV","PC_GDP","A","2006","2.8445722313329",""
"GBR","PENSIONEXP","PRIV","PC_GDP","A","2007","2.6415369531573",""
"GBR","PENSIONEXP","PRIV","PC_GDP","A","2008","2.7079526560982",""
"GBR","PENSIONEXP","PRIV","PC_GDP","A","2009","2.9993711812078",""
"GBR","PENSIONEXP","PRIV","PC_GDP","A","2010","3.0977980126607",""
"GBR","PENSIONEXP","PRIV","PC_GDP","A","2011","3.0180314117095",""
"GBR","PENSIONEXP","PRIV","PC_GDP","A","2012","3.1052009684762",""
"GBR","PENSIONEXP","PRIV","PC_GDP","A","2013","3.1444929199438",""
"USA","PENSIONEXP","PRIV","PC_GDP","A","1993","3.0984792029435",""
"USA","PENSIONEXP","PRIV","PC_GDP","A","1994","3.0972294121838",""
"USA","PENSIONEXP","PRIV","PC_GDP","A","1995","3.2932122223282",""
"USA","PENSIONEXP","PRIV","PC_GDP","A","1996","3.583491555338",""
"USA","PENSIONEXP","PRIV","PC_GDP","A","1997","3.6585732223151",""
"USA","PENSIONEXP","PRIV","PC_GDP","A","1998","4.0199043774297",""
"USA","PENSIONEXP","PRIV","PC_GDP","A","1999","4.2987243223888",""
"USA","PENSIONEXP","PRIV","PC_GDP","A","2000","4.4272826069146",""
"USA","PENSIONEXP","PRIV","PC_GDP","A","2001","3.8841085858087",""
"USA","PENSIONEXP","PRIV","PC_GDP","A","2002","3.8760340769135",""
"USA","PENSIONEXP","PRIV","PC_GDP","A","2003","3.6861317369015",""
"USA","PENSIONEXP","PRIV","PC_GDP","A","2004","3.7998900360328",""
"USA","PENSIONEXP","PRIV","PC_GDP","A","2005","3.7932790375844",""
"USA","PENSIONEXP","PRIV","PC_GDP","A","2006","4.0634761173768",""
"USA","PENSIONEXP","PRIV","PC_GDP","A","2007","4.2465555550183",""
"USA","PENSIONEXP","PRIV","PC_GDP","A","2008","4.129156271083",""
"USA","PENSIONEXP","PRIV","PC_GDP","A","2009","4.1450505175903",""
"USA","PENSIONEXP","PRIV","PC_GDP","A","2010","4.3941298670576",""
"USA","PENSIONEXP","PRIV","PC_GDP","A","2011","4.4315986732767",""
"USA","PENSIONEXP","PRIV","PC_GDP","A","2012","4.77460480785",""
"USA","PENSIONEXP","PRIV","PC_GDP","A","2013","5.2105927582516",""
"CHL","PENSIONEXP","PRIV","PC_GDP","A","2007","1.8839611344491",""
"CHL","PENSIONEXP","PRIV","PC_GDP","A","2008","1.9894007893536",""
"CHL","PENSIONEXP","PRIV","PC_GDP","A","2009","1.6873658535569",""
"CHL","PENSIONEXP","PRIV","PC_GDP","A","2010","1.9397786247983",""
"CHL","PENSIONEXP","PRIV","PC_GDP","A","2011","2.176725877958",""
"CHL","PENSIONEXP","PRIV","PC_GDP","A","2012","2.260427044061",""
"CHL","PENSIONEXP","PRIV","PC_GDP","A","2013","2.2635613116575",""
"EST","PENSIONEXP","PRIV","PC_GDP","A","2001","0",""
"EST","PENSIONEXP","PRIV","PC_GDP","A","2002","0",""
"EST","PENSIONEXP","PRIV","PC_GDP","A","2003","0",""
"EST","PENSIONEXP","PRIV","PC_GDP","A","2004","0",""
"EST","PENSIONEXP","PRIV","PC_GDP","A","2009","0.0244106677017",""
"EST","PENSIONEXP","PRIV","PC_GDP","A","2010","0.02042169460567",""
"EST","PENSIONEXP","PRIV","PC_GDP","A","2011","0.01706921566954",""
"EST","PENSIONEXP","PRIV","PC_GDP","A","2012","0.0199016822875",""
"EST","PENSIONEXP","PRIV","PC_GDP","A","2013","0.08762567506991",""
"ISR","PENSIONEXP","PRIV","PC_GDP","A","2001","1.6290498002552",""
"ISR","PENSIONEXP","PRIV","PC_GDP","A","2002","1.4096366195487",""
"ISR","PENSIONEXP","PRIV","PC_GDP","A","2003","1.5583159987693",""
"ISR","PENSIONEXP","PRIV","PC_GDP","A","2004","1.5051924686248",""
"ISR","PENSIONEXP","PRIV","PC_GDP","A","2005","1.4846696334998",""
"ISR","PENSIONEXP","PRIV","PC_GDP","A","2006","1.6727472917788",""
"ISR","PENSIONEXP","PRIV","PC_GDP","A","2007","1.5955122196803",""
"ISR","PENSIONEXP","PRIV","PC_GDP","A","2008","1.5950825292976",""
"ISR","PENSIONEXP","PRIV","PC_GDP","A","2009","1.6188850505317",""
"ISR","PENSIONEXP","PRIV","PC_GDP","A","2010","1.6061894171703",""
"ISR","PENSIONEXP","PRIV","PC_GDP","A","2011","1.6253062507192",""
"ISR","PENSIONEXP","PRIV","PC_GDP","A","2012","1.613463942195",""
"ISR","PENSIONEXP","PRIV","PC_GDP","A","2013","1.6604244797983",""
"SVN","PENSIONEXP","PRIV","PC_GDP","A","2003","0.00256736187314",""
"SVN","PENSIONEXP","PRIV","PC_GDP","A","2004","0.00456109756371",""
"SVN","PENSIONEXP","PRIV","PC_GDP","A","2005","0.00695737076073",""
"SVN","PENSIONEXP","PRIV","PC_GDP","A","2006","0.01767076566245",""
"SVN","PENSIONEXP","PRIV","PC_GDP","A","2007","0.02484098473513",""
"SVN","PENSIONEXP","PRIV","PC_GDP","A","2008","0.03584339889121",""
"SVN","PENSIONEXP","PRIV","PC_GDP","A","2009","0.02051140222086",""
"SVN","PENSIONEXP","PRIV","PC_GDP","A","2010","0.04146192393069",""
"SVN","PENSIONEXP","PRIV","PC_GDP","A","2011","0.4960874976945",""
"SVN","PENSIONEXP","PRIV","PC_GDP","A","2012","0.88656144117647",""
"SVN","PENSIONEXP","PRIV","PC_GDP","A","2013","0.51066919712815",""
"SVK","PENSIONEXP","PRIV","PC_GDP","A","2001","0.00000059021695",""
"SVK","PENSIONEXP","PRIV","PC_GDP","A","2002","0.00000130814583",""
"SVK","PENSIONEXP","PRIV","PC_GDP","A","2010","0.16070471995715",""
"SVK","PENSIONEXP","PRIV","PC_GDP","A","2011","0.18671660979649",""
"SVK","PENSIONEXP","PRIV","PC_GDP","A","2012","0.20364426256534",""
"SVK","PENSIONEXP","PRIV","PC_GDP","A","2013","0.21061728529266",""
"BRA","PENSIONEXP","PRIV","PC_GDP","A","2006","0.86426923211974",""
"BRA","PENSIONEXP","PRIV","PC_GDP","A","2007","0.79436992674519",""
"BRA","PENSIONEXP","PRIV","PC_GDP","A","2008","0.88786488423649",""
"BRA","PENSIONEXP","PRIV","PC_GDP","A","2009","0.89480736382613",""
"BRA","PENSIONEXP","PRIV","PC_GDP","A","2010","0.94829252759061",""
"BRA","PENSIONEXP","PRIV","PC_GDP","A","2011","1.1889529143804",""
"BRA","PENSIONEXP","PRIV","PC_GDP","A","2013","0.63671206935144",""
"IDN","PENSIONEXP","PRIV","PC_GDP","A","2002","0.13651083573284",""
"IDN","PENSIONEXP","PRIV","PC_GDP","A","2003","0.14555479817841",""
"IDN","PENSIONEXP","PRIV","PC_GDP","A","2004","0.13572455963783",""
"IDN","PENSIONEXP","PRIV","PC_GDP","A","2005","0.12695180744302",""
"IDN","PENSIONEXP","PRIV","PC_GDP","A","2006","0.1210463483533",""
"IDN","PENSIONEXP","PRIV","PC_GDP","A","2011","0.07204473236689",""
